455,7 years
456,10+ years
457,10+ years
458,5 years
459,2 years
460,9 years
461,7 years
462,9 years
463,6 years
464,10+ years
465,10+ years
466,1 year
467,3 years
468,4 years
469,7 years
470,< 1 year
471,4 years
472,10+ years
473,10+ years
474,2 years
475,10+ years
476,8 years
477,10+ years
478,8 years
479,1 year
480,1 year
481,2 years
482,10+ years
483,4 years
484,10+ years
485,10+ years
486,4 years
487,2 years
488,10+ years
489,1 year
490,2 years
491,5 years
492,10+ years
493,3 years
494,10+ years
495,< 1 year
496,3 years
497,4 years
498,2 years
499,10+ years
500,10+ years
501,5 years
502,2 years
503,10+ years
504,2 years
505,< 1 year
506,7 years
507,2 years
508,9 years
509,8 years
510,3 years
511,4 years
512,10+ years
513,6 years
514,5 years
515,10+ years
516,< 1 year
517,6 years
518,< 1 year
519,3 years
520,3 years
521,3 years
522,5 years
523,10+ years
524,3 years
525,6 years
526,6 years
527,10+ years
528,1 year
529,7 years
530,10+ years
531,8 years
532,10+ years
533,10+ years
534,Meh
535,10+ years
536,10+ years
537,6 years
538,7 years
539,1 year
540,10+ years
541,10+ years
542,2 years
543,8 years
544,3 years
545,8 years
546,5 years
547,3 years
548,3 years
549,6 years
550,4 years
551,2 years
552,< 1 year
553,10+ years
554,9 years
555,Meh
556,3 years
557,4 years
558,5 years
559,2 years
560,4 years
561,< 1 year
562,Meh
563,10+ years
564,2 years
565,10+ years
566,2 years
567,1 year
568,3 years
569,Meh
570,8 years
571,6 years
572,2 years
573,10+ years
574,10+ years
575,8 years
576,10+ years
577,2 years
578,3 years
579,9 years
580,4 years
581,6 years
582,10+ years
583,6 years
584,< 1 year
585,4 years
586,4 years
587,4 years
588,4 years
589,3 years
590,< 1 year
591,1 year
592,10+ years
593,4 years
594,3 years
595,7 years
596,2 years
597,3 years
598,10+ years
599,5 years
600,10+ years
601,5 years
602,2 years
603,6 years
604,1 year
605,10+ years
606,10+ years
607,6 years
608,10+ years
609,10+ years
610,7 years
611,4 years
612,2 years
613,5 years
614,1 year
615,10+ years
616,6 years
617,8 years
618,2 years
619,2 years
620,4 years
621,5 years
622,2 years
623,7 years
624,6 years
625,< 1 year
626,6 years
627,7 years
628,5 years
629,3 years
630,< 1 year
631,1 year
632,1 year
633,8 years
634,1 year
635,10+ years
636,4 years
637,5 years
638,< 1 year
639,3 years
640,1 year
641,9 years
642,4 years
643,1 year
644,5 years
645,4 years
646,7 years
647,< 1 year
648,10+ years
649,7 years
650,10+ years
651,6 years
652,7 years
653,2 years
654,10+ years
655,2 years
656,5 years
657,10+ years
658,5 years
659,7 years
660,10+ years
661,6 years
662,5 years
663,< 1 year
664,10+ years
665,1 year
666,4 years
667,1 year
668,10+ years
669,2 years
670,10+ years
671,5 years
672,1 year
673,10+ years
674,5 years
675,4 years
676,4 years
677,2 years
678,Meh
679,4 years
680,2 years
681,10+ years
682,4 years
683,8 years
684,6 years
685,< 1 year
686,4 years
687,4 years
688,3 years
689,10+ years
690,2 years
691,5 years
692,< 1 year
693,2 years
694,10+ years
695,9 years
696,1 year
697,1 year
698,5 years
699,< 1 year
700,10+ years
701,< 1 year
702,8 years
703,10+ years
704,< 1 year
705,5 years
706,6 years
707,9 years
708,4 years
709,9 years
710,10+ years
711,Meh
712,4 years
713,10+ years
714,10+ years
715,4 years
716,7 years
717,5 years
718,5 years
719,5 years
720,3 years
721,1 year
722,10+ years
723,5 years
724,3 years
725,10+ years
726,7 years
727,4 years
728,7 years
729,< 1 year
730,10+ years
731,10+ years
732,10+ years
733,4 years
734,10+ years
735,2 years
736,10+ years
737,2 years
738,1 year
739,8 years
740,4 years
741,2 years
742,2 years
743,2 years
744,10+ years
745,10+ years
746,1 year
747,7 years
748,7 years
749,4 years
750,Meh
751,2 years
752,1 year
753,7 years
754,< 1 year
755,10+ years
756,7 years
757,1 year
758,10+ years
759,9 years
760,10+ years
761,3 years
762,10+ years
763,4 years
764,1 year
765,10+ years
766,8 years
767,5 years
768,10+ years
769,4 years
770,8 years
771,< 1 year
772,5 years
773,10+ years
774,1 year
775,5 years
776,7 years
777,2 years
778,10+ years
779,< 1 year
780,2 years
781,< 1 year
782,5 years
783,< 1 year
784,10+ years
785,1 year
786,3 years
787,4 years
788,1 year
789,3 years
790,5 years
791,9 years
792,7 years
793,4 years
794,3 years
795,7 years
796,10+ years
797,10+ years
798,10+ years
799,8 years
800,6 years
801,6 years
802,3 years
803,7 years
804,< 1 year
805,4 years
806,1 year
807,2 years
808,< 1 year
809,< 1 year
810,4 years
811,3 years
812,4 years
813,3 years
814,5 years
815,9 years
816,8 years
817,1 year
818,3 years
819,10+ years
820,10+ years
821,10+ years
822,6 years
823,7 years
824,10+ years
825,10+ years
826,7 years
827,1 year
828,8 years
829,10+ years
830,< 1 year
831,3 years
832,< 1 year
833,3 years
834,2 years
835,5 years
836,4 years
837,4 years
838,10+ years
839,10+ years
840,5 years
841,< 1 year
842,1 year
843,7 years
844,2 years
845,2 years
846,4 years
847,< 1 year
848,10+ years
849,10+ years
850,2 years
851,3 years
852,10+ years
853,2 years
854,2 years
855,6 years
856,8 years
857,10+ years
858,2 years
859,8 years
860,< 1 year
861,Meh
862,1 year
863,6 years
864,10+ years
865,2 years
866,4 years
867,< 1 year
868,4 years
869,3 years
870,6 years
871,6 years
872,10+ years
873,7 years
874,8 years
875,< 1 year
876,10+ years
877,10+ years
878,2 years
879,10+ years
880,1 year
881,< 1 year
882,6 years
883,3 years
884,6 years
885,8 years
886,7 years
887,5 years
888,1 year
889,2 years
890,6 years
891,4 years
892,7 years
893,10+ years
894,1 year
895,10+ years
896,< 1 year
897,10+ years
898,10+ years
899,7 years
900,Meh
901,9 years
902,2 years
903,6 years
904,4 years
905,< 1 year
906,4 years
907,3 years
908,10+ years
909,5 years
910,8 years
911,1 year
912,< 1 year
913,10+ years
914,10+ years
915,2 years
916,< 1 year
917,6 years
918,3 years
919,2 years
920,9 years
921,10+ years
922,3 years
923,10+ years
924,8 years
925,3 years
926,3 years
927,3 years
928,4 years
929,2 years
930,9 years
931,Meh
932,< 1 year
933,2 years
934,4 years
935,9 years
936,3 years
937,< 1 year
938,< 1 year
939,2 years
940,10+ years
941,10+ years
942,3 years
943,2 years
944,5 years
945,1 year
946,5 years
947,2 years
948,< 1 year
949,4 years
950,10+ years
951,6 years
952,4 years
953,5 years
954,10+ years
955,4 years
956,2 years
957,8 years
958,10+ years
959,10+ years
960,10+ years
961,6 years
962,3 years
963,6 years
964,10+ years
965,10+ years
966,10+ years
967,5 years
968,10+ years
969,10+ years
970,1 year
971,10+ years
972,2 years
973,Meh
974,< 1 year
975,4 years
976,6 years
977,7 years
978,10+ years
979,7 years
980,5 years
981,2 years
982,7 years
983,Meh
984,5 years
985,10+ years
986,10+ years
987,< 1 year
988,10+ years
989,3 years
990,5 years
991,10+ years
992,5 years
993,3 years
994,2 years
995,10+ years
996,10+ years
997,5 years
998,< 1 year
999,5 years
1000,< 1 year
1001,< 1 year
1002,2 years
1003,2 years
1004,3 years
1005,8 years
1006,6 years
1007,2 years
1008,3 years
1009,3 years
1010,5 years
1011,3 years
1012,< 1 year
1013,1 year
1014,10+ years
1015,2 years
1016,Meh
1017,4 years
1018,4 years
1019,5 years
1020,5 years
1021,3 years
1022,5 years
1023,7 years
1024,3 years
1025,10+ years
1026,1 year
1027,6 years
1028,1 year
1029,10+ years
1030,10+ years
1031,3 years
1032,10+ years
1033,3 years
1034,2 years
1035,1 year
1036,10+ years
1037,< 1 year
1038,< 1 year
1039,10+ years
1040,5 years
1041,5 years
1042,9 years
1043,9 years
1044,4 years
1045,4 years
1046,< 1 year
1047,< 1 year
1048,7 years
1049,4 years
1050,2 years
1051,9 years
1052,1 year
1053,3 years
1054,3 years
1055,9 years
1056,2 years
1057,4 years
1058,< 1 year
1059,10+ years
1060,7 years
1061,10+ years
1062,10+ years
1063,1 year
1064,2 years
1065,4 years
1066,2 years
1067,2 years
1068,2 years
1069,10+ years
1070,1 year
1071,2 years
1072,2 years
1073,< 1 year
1074,2 years
1075,5 years
1076,1 year
1077,10+ years
1078,2 years
1079,10+ years
1080,2 years
1081,3 years
1082,5 years
1083,< 1 year
1084,5 years
1085,8 years
1086,7 years
1087,1 year
1088,Meh
1089,10+ years
1090,2 years
1091,Meh
1092,< 1 year
1093,< 1 year
1094,1 year
1095,6 years
1096,3 years
1097,10+ years
1098,3 years
1099,10+ years
1100,6 years
1101,10+ years
1102,5 years
1103,8 years
1104,9 years
1105,10+ years
1106,9 years
1107,10+ years
1108,3 years
1109,4 years
1110,5 years
1111,4 years
1112,3 years
1113,6 years
1114,4 years
1115,2 years
1116,< 1 year
1117,7 years
1118,< 1 year
1119,1 year
1120,5 years
1121,Meh
1122,5 years
1123,6 years
1124,2 years
1125,10+ years
1126,5 years
1127,2 years
1128,4 years
1129,6 years
1130,5 years
1131,6 years
1132,4 years
1133,5 years
1134,5 years
1135,10+ years
1136,7 years
1137,10+ years
1138,Meh
1139,10+ years
1140,8 years
1141,10+ years
1142,4 years
1143,2 years
1144,10+ years
1145,4 years
1146,Meh
1147,10+ years
1148,10+ years
1149,6 years
1150,3 years
1151,10+ years
1152,10+ years
1153,6 years
1154,10+ years
1155,7 years
1156,< 1 year
1157,Meh
1158,10+ years
1159,6 years
1160,2 years
1161,9 years
1162,< 1 year
1163,10+ years
1164,1 year
1165,7 years
1166,5 years
1167,1 year
1168,1 year
1169,2 years
1170,5 years
1171,6 years
1172,10+ years
1173,Meh
1174,5 years
1175,2 years
1176,1 year
1177,< 1 year
1178,10+ years
1179,2 years
1180,3 years
1181,10+ years
1182,3 years
1183,2 years
1184,8 years
1185,6 years
1186,10+ years
1187,3 years
1188,4 years
1189,3 years
1190,10+ years
1191,8 years
1192,8 years
1193,4 years
1194,5 years
1195,4 years
1196,10+ years
1197,10+ years
1198,10+ years
1199,6 years
1200,4 years
1201,3 years
1202,5 years
1203,10+ years
1204,< 1 year
1205,9 years
1206,3 years
1207,5 years
1208,4 years
1209,2 years
1210,6 years
1211,9 years
1212,5 years
1213,1 year
1214,7 years
1215,1 year
1216,10+ years
1217,7 years
1218,2 years
1219,7 years
1220,10+ years
1221,6 years
1222,10+ years
1223,4 years
1224,10+ years
1225,Meh
1226,4 years
1227,10+ years
1228,5 years
1229,10+ years
1230,4 years
1231,4 years
1232,1 year
1233,10+ years
1234,10+ years
1235,4 years
1236,< 1 year
1237,8 years
1238,10+ years
1239,< 1 year
1240,10+ years
1241,< 1 year
1242,5 years
1243,8 years
1244,10+ years
1245,5 years
1246,3 years
1247,10+ years
1248,10+ years
1249,2 years
1250,9 years
1251,4 years
1252,6 years
1253,3 years
1254,10+ years
1255,4 years
1256,Meh
1257,9 years
1258,10+ years
1259,5 years
1260,10+ years
1261,10+ years
1262,2 years
1263,1 year
1264,10+ years
1265,6 years
1266,7 years
1267,10+ years
1268,< 1 year
1269,< 1 year
1270,8 years
1271,3 years
1272,8 years
1273,3 years
1274,2 years
1275,2 years
1276,6 years
1277,10+ years
1278,5 years
1279,Meh
1280,10+ years
1281,10+ years
1282,10+ years
1283,5 years
1284,10+ years
1285,< 1 year
1286,3 years
1287,9 years
1288,8 years
1289,10+ years
1290,10+ years
1291,10+ years
1292,1 year
1293,2 years
1294,< 1 year
1295,5 years
1296,< 1 year
1297,10+ years
1298,2 years
1299,< 1 year
1300,< 1 year
1301,10+ years
1302,2 years
1303,< 1 year
1304,3 years
1305,7 years
1306,7 years
1307,2 years
1308,< 1 year
1309,9 years
1310,3 years
1311,Meh
1312,5 years
1313,6 years
1314,10+ years
1315,10+ years
1316,9 years
1317,5 years
1318,6 years
1319,1 year
1320,10+ years
1321,5 years
1322,7 years
1323,10+ years
1324,4 years
1325,2 years
1326,Meh
1327,< 1 year
1328,2 years
1329,10+ years
1330,4 years
1331,10+ years
1332,2 years
1333,< 1 year
1334,1 year
1335,4 years
1336,Meh
1337,3 years
1338,10+ years
1339,6 years
1340,10+ years
1341,3 years
1342,3 years
1343,10+ years
1344,2 years
1345,1 year
1346,1 year
1347,10+ years
1348,< 1 year
1349,< 1 year
1350,6 years
1351,4 years
1352,2 years
1353,4 years
1354,6 years
1355,5 years
1356,8 years
1357,10+ years
1358,2 years
1359,8 years
1360,1 year
1361,7 years
1362,10+ years
1363,< 1 year
1364,7 years
1365,10+ years
1366,10+ years
1367,5 years
1368,2 years
1369,10+ years
1370,3 years
1371,10+ years
1372,10+ years
1373,6 years
1374,10+ years
1375,3 years
1376,8 years
1377,2 years
1378,2 years
1379,6 years
1380,9 years
1381,5 years
1382,10+ years
1383,2 years
1384,7 years
1385,3 years
1386,7 years
1387,10+ years
1388,4 years
1389,6 years
1390,2 years
1391,6 years
1392,10+ years
1393,10+ years
1394,5 years
1395,5 years
1396,1 year
1397,4 years
1398,< 1 year
1399,< 1 year
1400,Meh
1401,1 year
1402,2 years
1403,10+ years
1404,10+ years
1405,3 years
1406,Meh
1407,1 year
1408,2 years
1409,10+ years
1410,7 years
1411,5 years
1412,7 years
1413,10+ years
1414,4 years
1415,< 1 year
1416,10+ years
1417,9 years
1418,Meh
1419,4 years
1420,10+ years
1421,7 years
1422,5 years
1423,3 years
1424,Meh
1425,6 years
1426,3 years
1427,Meh
1428,10+ years
1429,< 1 year
1430,10+ years
1431,10+ years
1432,3 years
1433,10+ years
1434,1 year
1435,< 1 year
1436,10+ years
1437,3 years
1438,2 years
1439,< 1 year
1440,2 years
1441,10+ years
1442,5 years
1443,3 years
1444,6 years
1445,10+ years
1446,3 years
1447,10+ years
1448,5 years
1449,10+ years
1450,3 years
1451,7 years
1452,4 years
1453,10+ years
1454,< 1 year
1455,5 years
1456,3 years
1457,3 years
1458,7 years
1459,7 years
1460,10+ years
1461,2 years
1462,10+ years
1463,< 1 year
1464,10+ years
1465,1 year
1466,9 years
1467,4 years
1468,1 year
1469,3 years
1470,3 years
1471,10+ years
1472,10+ years
1473,2 years
1474,4 years
1475,8 years
1476,5 years
1477,1 year
1478,10+ years
1479,4 years
1480,< 1 year
1481,5 years
1482,10+ years
1483,3 years
1484,1 year
1485,3 years
1486,4 years
1487,1 year
1488,4 years
1489,3 years
1490,10+ years
1491,3 years
1492,10+ years
1493,10+ years
1494,3 years
1495,10+ years
1496,< 1 year
1497,3 years
1498,< 1 year
1499,7 years
1500,6 years
1501,2 years
1502,10+ years
1503,7 years
1504,3 years
1505,10+ years
1506,10+ years
1507,10+ years
1508,6 years
1509,7 years
1510,10+ years
1511,10+ years
1512,8 years
1513,6 years
1514,2 years
1515,6 years
1516,2 years
1517,10+ years
1518,10+ years
1519,Meh
1520,10+ years
1521,Meh
1522,4 years
1523,< 1 year
1524,9 years
1525,10+ years
1526,10+ years
1527,7 years
1528,1 year
1529,2 years
1530,6 years
1531,2 years
1532,4 years
1533,< 1 year
1534,2 years
1535,4 years
1536,5 years
1537,10+ years
1538,4 years
1539,6 years
1540,7 years
1541,< 1 year
1542,1 year
1543,7 years
1544,2 years
1545,10+ years
1546,< 1 year
1547,5 years
1548,1 year
1549,10+ years
1550,10+ years
1551,< 1 year
1552,2 years
1553,7 years
1554,10+ years
1555,3 years
1556,2 years
1557,8 years
1558,10+ years
1559,3 years
1560,2 years
1561,3 years
1562,Meh
1563,5 years
1564,10+ years
1565,10+ years
1566,Meh
1567,8 years
1568,10+ years
1569,10+ years
1570,< 1 year
1571,10+ years
1572,6 years
1573,10+ years
1574,5 years
1575,10+ years
1576,Meh
1577,7 years
1578,6 years
1579,10+ years
1580,2 years
1581,1 year
1582,10+ years
1583,4 years
1584,5 years
1585,10+ years
1586,1 year
1587,1 year
1588,10+ years
1589,< 1 year
1590,6 years
1591,< 1 year
1592,< 1 year
1593,Meh
1594,10+ years
1595,3 years
1596,6 years
1597,1 year
1598,10+ years
1599,< 1 year
1600,3 years
1601,7 years
1602,5 years
1603,10+ years
1604,5 years
1605,< 1 year
1606,10+ years
1607,5 years
1608,5 years
1609,6 years
1610,< 1 year
1611,4 years
1612,10+ years
1613,8 years
1614,10+ years
1615,5 years
1616,10+ years
1617,4 years
1618,4 years
1619,1 year
1620,10+ years
1621,10+ years
1622,7 years
1623,Meh
1624,10+ years
1625,5 years
1626,1 year
1627,1 year
1628,1 year
1629,2 years
1630,10+ years
1631,1 year
1632,2 years
1633,5 years
1634,< 1 year
1635,< 1 year
1636,5 years
1637,6 years
1638,5 years
1639,10+ years
1640,Meh
1641,10+ years
1642,10+ years
1643,2 years
1644,3 years
1645,< 1 year
1646,10+ years
1647,9 years
1648,7 years
1649,8 years
1650,< 1 year
1651,6 years
1652,5 years
1653,10+ years
1654,10+ years
1655,< 1 year
1656,2 years
1657,< 1 year
1658,< 1 year
1659,6 years
1660,5 years
1661,2 years
1662,1 year
1663,9 years
1664,4 years
1665,7 years
1666,6 years
1667,8 years
1668,10+ years
1669,6 years
1670,4 years
1671,8 years
1672,< 1 year
1673,5 years
1674,Meh
1675,< 1 year
1676,1 year
1677,< 1 year
1678,6 years
1679,6 years
1680,5 years
1681,6 years
1682,10+ years
1683,2 years
1684,5 years
1685,10+ years
1686,1 year
1687,6 years
1688,10+ years
1689,2 years
1690,10+ years
1691,3 years
1692,5 years
1693,< 1 year
1694,< 1 year
1695,2 years
1696,2 years
1697,10+ years
1698,5 years
1699,9 years
1700,5 years
1701,5 years
1702,10+ years
1703,7 years
1704,6 years
1705,8 years
1706,< 1 year
1707,1 year
1708,10+ years
1709,2 years
1710,8 years
1711,< 1 year
1712,4 years
1713,7 years
1714,< 1 year
1715,5 years
1716,6 years
1717,10+ years
1718,10+ years
1719,2 years
1720,10+ years
1721,7 years
1722,10+ years
1723,6 years
1724,8 years
1725,10+ years
1726,10+ years
1727,4 years
1728,1 year
1729,10+ years
1730,3 years
1731,10+ years
1732,10+ years
1733,2 years
1734,4 years
1735,6 years
1736,6 years
1737,3 years
1738,10+ years
1739,2 years
1740,6 years
1741,6 years
1742,10+ years
1743,3 years
1744,< 1 year
1745,< 1 year
1746,10+ years
1747,10+ years
1748,5 years
1749,10+ years
1750,5 years
1751,5 years
1752,< 1 year
1753,2 years
1754,< 1 year
1755,< 1 year
1756,5 years
1757,2 years
1758,10+ years
1759,4 years
1760,2 years
1761,3 years
1762,10+ years
1763,10+ years
1764,4 years
1765,< 1 year
1766,10+ years
1767,9 years
1768,3 years
1769,10+ years
1770,9 years
1771,10+ years
1772,4 years
1773,5 years
1774,7 years
1775,6 years
1776,< 1 year
1777,10+ years
1778,Meh
1779,6 years
1780,4 years
1781,< 1 year
1782,4 years
1783,10+ years
1784,10+ years
1785,9 years
1786,3 years
1787,10+ years
1788,2 years
1789,10+ years
1790,9 years
1791,Meh
1792,10+ years
1793,2 years
1794,6 years
1795,10+ years
1796,2 years
1797,1 year
1798,2 years
1799,4 years
1800,3 years
1801,3 years
1802,3 years
1803,4 years
1804,10+ years
1805,7 years
1806,1 year
1807,9 years
1808,1 year
1809,< 1 year
1810,6 years
1811,10+ years
1812,6 years
1813,4 years
1814,2 years
1815,6 years
1816,6 years
1817,2 years
1818,8 years
1819,10+ years
1820,7 years
1821,< 1 year
1822,6 years
1823,1 year
1824,3 years
1825,7 years
1826,Meh
1827,Meh
1828,6 years
1829,3 years
1830,10+ years
1831,2 years
1832,3 years
1833,10+ years
1834,< 1 year
1835,4 years
1836,3 years
1837,6 years
1838,7 years
1839,4 years
1840,8 years
1841,4 years
1842,4 years
1843,2 years
1844,10+ years
1845,10+ years
1846,9 years
1847,7 years
1848,10+ years
1849,< 1 year
1850,6 years
1851,10+ years
1852,< 1 year
1853,10+ years
1854,2 years
1855,1 year
1856,10+ years
1857,9 years
1858,4 years
1859,10+ years
1860,1 year
1861,7 years
1862,10+ years
1863,10+ years
1864,1 year
1865,1 year
1866,10+ years
1867,5 years
1868,4 years
1869,10+ years
1870,7 years
1871,< 1 year
1872,10+ years
1873,2 years
1874,2 years
1875,5 years
1876,6 years
1877,3 years
1878,10+ years
1879,< 1 year
1880,1 year
1881,4 years
1882,1 year
1883,6 years
1884,10+ years
1885,1 year
1886,5 years
1887,8 years
1888,3 years
1889,10+ years
1890,1 year
1891,2 years
1892,3 years
1893,4 years
1894,10+ years
1895,1 year
1896,4 years
1897,6 years
1898,10+ years
1899,10+ years
1900,2 years
1901,4 years
1902,Meh
1903,7 years
1904,< 1 year
1905,< 1 year
1906,2 years
1907,9 years
1908,4 years
1909,10+ years
1910,10+ years
1911,1 year
1912,7 years
1913,1 year
1914,2 years
1915,10+ years
1916,8 years
1917,4 years
1918,9 years
1919,5 years
1920,3 years
1921,2 years
1922,2 years
1923,1 year
1924,< 1 year
1925,3 years
1926,5 years
1927,2 years
1928,4 years
1929,6 years
1930,4 years
1931,6 years
1932,5 years
1933,4 years
1934,2 years
1935,5 years
1936,< 1 year
1937,7 years
1938,9 years
1939,10+ years
1940,9 years
1941,10+ years
1942,2 years
1943,6 years
1944,1 year
1945,6 years
1946,6 years
1947,7 years
1948,5 years
1949,10+ years
1950,7 years
1951,4 years
1952,10+ years
1953,8 years
1954,5 years
1955,6 years
1956,5 years
1957,6 years
1958,< 1 year
1959,10+ years
1960,5 years
1961,8 years
1962,10+ years
1963,6 years
1964,Meh
1965,9 years
1966,8 years
1967,< 1 year
1968,2 years
1969,5 years
1970,3 years
1971,10+ years
1972,10+ years
1973,6 years
1974,6 years
1975,3 years
1976,10+ years
1977,10+ years
1978,7 years
1979,10+ years
1980,9 years
1981,8 years
1982,10+ years
1983,10+ years
1984,10+ years
1985,10+ years
1986,3 years
1987,Meh
1988,8 years
1989,Meh
1990,10+ years
1991,7 years
1992,1 year
1993,3 years
1994,5 years
1995,10+ years
1996,6 years
1997,5 years
1998,10+ years
1999,3 years
2000,10+ years
2001,7 years
2002,2 years
2003,4 years
2004,4 years
2005,5 years
2006,10+ years
2007,4 years
2008,10+ years
2009,5 years
2010,10+ years
2011,7 years
2012,8 years
2013,10+ years
2014,10+ years
2015,5 years
2016,10+ years
2017,6 years
2018,10+ years
2019,10+ years
2020,7 years
2021,10+ years
2022,5 years
